DeviceName,Brand,technology,gprs,edge,announced,status,dimensions,weight,sim,size,card_slot,battery,stand_by_hours,talk_time_hours,cpu,internal_memory_mb,os,primary_camera_mp
Acer X960,Acer,GSM / UMTS,Class 10,Class 10,"2009, February. Released 2009, April",Discontinued,106.4 x 59 x 13.7 mm (4.19 x 2.32 x 0.54 in),131.5 g (4.62 oz),Mini-SIM,2.8 inches (~38.7% screen-to-body ratio),"microSD, 8192",Removable Li-Po 1530 mAh battery,245,4,533 MHz Samsung S3C 6410,128,Microsoft Windows Mobile 6.1 Professional,3.15
Acer F900,Acer,GSM / HSPA,Class 10,Class 10,"2009, February. Released 2009, June",Discontinued,117.5 x 63.5 x 15.8 mm (4.63 x 2.5 x 0.62 in),150 g (5.29 oz),Mini-SIM,3.8 inches (~55.1% screen-to-body ratio),microSD,Removable Li-Ion 1530 mAh battery,150,4,533 MHz Samsung S3C 6410,128,Microsoft Windows Mobile 6.1 Professional,3.15
Acer DX900,Acer,GSM / HSPA,Class 10,Class 10,"2009, February. Released 2009, April",Discontinued,106 x 60.5 x 17 mm (4.17 x 2.38 x 0.67 in),147 g (5.19 oz),Dual SIM (Mini-SIM),2.8 inches (~37.9% screen-to-body ratio),microSD,Removable Li-Po 1530 mAh battery,150,10,533 MHz Samsung S3C 6410,128,Microsoft Windows Mobile 6.1 Professional,3.15
Acer M900,Acer,GSM / HSPA,Class 10,Class 10,"2009, February. Released 2009, June",Discontinued,119 x 62 x 17.1 mm (4.69 x 2.44 x 0.67 in),188 g (6.63 oz),Mini-SIM,3.8 inches (~55.7% screen-to-body ratio),microSD,Removable Li-Ion 1530 mAh battery,470,4,533 MHz Samsung S3C 6410,,Microsoft Windows Mobile 6.1 Professional,5
Acer DX650,Acer,GSM,Class 10,Class 10,"2009, June. Released 2009, June",Discontinued,109.6 x 59 x 15.6 mm (4.31 x 2.32 x 0.61 in),133 g (4.69 oz),Mini-SIM,2.8 inches (~37.5% screen-to-body ratio),microSD,Removable Li-Ion 1260 mAh battery,150,4,Samsung S3C 6410 533 MHz,,Microsoft Windows Mobile 6.1 Professional,2
Acer neoTouch,Acer,GSM / HSPA,Class 10,Class 10,"2009, October. Released 2009, October",Discontinued,118.6 x 63 x 12 mm (4.67 x 2.48 x 0.47 in),130 g (4.59 oz),Mini-SIM,3.8 inches (~55.0% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 1350 mAh battery,400,5,1.0 GHz Scorpion,256,Microsoft Windows Mobile 6.5 Professional,5
Acer beTouch E100,Acer,GSM / HSPA,Class 10,Class 10,"2009, October. Released 2009, October",Discontinued,113 x 56 x 12.8 mm (4.45 x 2.20 x 0.50 in),118 g (4.16 oz),Mini-SIM,3.2 inches (~46.1% screen-to-body ratio),microSD,Removable Li-Ion 1140 mAh battery,400,5,528 MHz ARM 11,256,Microsoft Windows Mobile 6.5 Professional,2
Acer beTouch E101,Acer,GSM,Class 10,Class 10,"2009, October. Released 2009, October",Discontinued,113 x 56 x 12.8 mm (4.45 x 2.20 x 0.50 in),118 g (4.16 oz),Mini-SIM,3.2 inches (~46.1% screen-to-body ratio),microSD,Removable Li-Ion 1140 mAh battery,400,5,528 MHz ARM 11,256,Microsoft Windows Mobile 6.5 Professional,2
Acer beTouch E200,Acer,GSM / HSPA,Class 10,Class 10,"2009, October. Released 2009, October",Discontinued,110 x 53.5 x 15.4 mm (4.33 x 2.11 x 0.61 in),146 g (5.15 oz),Mini-SIM,3.0 inches (~43.5% screen-to-body ratio),microSD,Removable Li-Ion 1140 mAh battery,400,5,528 MHz ARM 11,256,Microsoft Windows Mobile 6.5 Professional,3.15
Acer Liquid,Acer,GSM / HSPA,Class 10,Class 10,"2009, October. Released 2009, December",Discontinued,115 x 62.5 x 12.5 mm (4.53 x 2.46 x 0.49 in),135 g (4.76 oz),Mini-SIM,3.5 inches (~48.5% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1350 mAh battery,400,5,768 MHz Scorpion,256,"Android OS, v1.6 (Donut)",5
Acer beTouch E110,Acer,GSM / HSPA,Class 10,Class 10,"2010, February","Available. Released 2010, March",103.5 x 54 x 13.4 mm (4.07 x 2.13 x 0.53 in),105 g (3.70 oz),Mini-SIM,2.8 inches (~43.4% screen-to-body ratio),microSD,Removable Li-Ion 1500 mAh battery,,,ST Ericsson PNX6715 416MHz,256,"Android OS, v1.5 (Cupcake)",3.15
Acer neoTouch P300,Acer,GSM / HSPA,Class 10,Class 10,"2010, February","Available. Released 2010, Q2",110 x 55 x 15.1 mm (4.33 x 2.17 x 0.59 in),130.6g (4.59 oz),Mini-SIM,3.2 inches (~48.2% screen-to-body ratio),microSD,Removable Li-Po 970 mAh battery,400,4,528 MHz ARM 11,256,Microsoft Windows Mobile 6.5.3,3.15
Acer neoTouch P400,Acer,GSM / HSPA,Class 10,Class 10,"2010, February","Available. Released 2010, May",115 x 59.3 x 12 mm (4.53 x 2.33 x 0.47 in),125 g (4.41 oz),Mini-SIM,3.2 inches (~44.7% screen-to-body ratio),microSD,Removable Li-Po 1090 mAh battery,400,5,600 MHz ARM 11,256,Microsoft Windows Mobile 6.5.3 Professional,3.15
Acer beTouch E400,Acer,GSM / HSPA,Class 10,Class 10,"2010, February","Available. Released 2010, April",115 x 59.3 x 12 mm (4.53 x 2.33 x 0.47 in),125 g (4.41 oz),Mini-SIM,3.2 inches (~44.7% screen-to-body ratio),microSD,Removable Li-Po 1090 mAh battery,400,5,600 MHz ARM 11,256,"Android OS, v2.1 (Eclair)",3.15
Acer Liquid E,Acer,GSM / HSPA,Class 10,Class 10,"2010, February","Available. Released 2010, August",115 x 62.5 x 12.5 mm (4.53 x 2.46 x 0.49 in),135 g (4.76 oz),Mini-SIM,3.5 inches (~48.5% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1350 mAh battery,400,5,768 MHz Scorpion,512,"Android OS, v2.1 (Eclair), upgradeable to Android v2.2 (Froyo)",5
Acer Stream,Acer,GSM / HSPA,Class 10,Class 10,"2010, May","Available. Released 2010, August",119.5 x 63 x 11.2 mm (4.70 x 2.48 x 0.44 in),140 g (4.94 oz),Mini-SIM,3.7 inches (~51.8% screen-to-body ratio),"microSD, 32 GB, 8192 included",Removable Li-Ion 1400 mAh battery,400,5,1.0 GHz Scorpion,2048,"Android OS, v2.1 (Eclair)",5
Acer beTouch E130,Acer,GSM / HSPA,Class 10,Class 10,"2010, June","Available. Released 2010, August",115 x 62.5 x 11.5 mm (4.53 x 2.46 x 0.45 in),109 g (3.84 oz),Mini-SIM,2.6 inches (~29.1% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1500 mAh battery,600,6,416 MHz,256,"Android OS, v1.6 (Donut)",3.15
Acer beTouch E120,Acer,GSM / HSPA,Class 10,Class 10,"2010, June","Available. Released 2010, Q3",104.5 x 54 x 13.2 mm (4.11 x 2.13 x 0.52 in),105 g (3.70 oz),Mini-SIM,2.8 inches (~43.0% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1500 mAh battery,600,6,"ST Ericsson PNX6715, 416 MHz",256,"Android OS, v1.6 (Donut)",3.15
ZTE Racer,ZTE,GSM / HSPA,Yes,Yes,"2010, July","Available. Released 2010, July",102 x 55 x 14.5 mm (4.02 x 2.17 x 0.57 in),100 g (3.53 oz),Mini-SIM,2.8 inches (~43.3% screen-to-body ratio),"microSD, 8192",Removable Li-Ion 1100 mAh battery,200,3,600 MHz ARM 11,256,"Android OS, v2.1 (Eclair)",3.15
Acer Liquid mt,Acer,GSM / HSPA,Yes,Yes,"2010, October","Available. Released 2010, November",115 x 63 x 13.5 mm (4.53 x 2.48 x 0.53 in),135 g (4.76 oz),Mini-SIM,3.6 inches (~50.9% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1500 mAh battery,450,11,800 MHz Scorpion,512,"Android OS, v2.2 (Froyo)",5
Acer beTouch T500,Acer,GSM,Class 10,Class 10,"2010, October","Available. Released 2010, Q4",118.5 x 58 x 13.5 mm (4.67 x 2.28 x 0.53 in),130 g (4.59 oz),Mini-SIM,3.2 inches (~44.4% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1500 mAh battery,,,,256,Android-based OPhone OS v1.5,3.15
Acer Iconia Smart,Acer,GSM / HSPA,Yes,Yes,"2011, February","Available. Released 2011, August",141.7 x 64.5 x 13.6 mm (5.58 x 2.54 x 0.54 in),185 g (6.53 oz),Mini-SIM,4.8 inches (~62.5% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 1500 mAh battery,450,11,1.0 GHz Scorpion,8192,"Android OS, v2.3 (Gingerbread)",8
Acer beTouch E140,Acer,GSM / HSPA,Yes,Yes,"2010, December","Available. Released 2010, December",104.5 x 55.8 x 12.8 mm (4.11 x 2.20 x 0.50 in),95 g (3.35 oz),Mini-SIM,2.8 inches (~41.6% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1300 mAh battery,400,6,600 MHz ARM 11,256,"Android OS, v2.2 (Froyo)",3.15
Acer Liquid mini E310,Acer,GSM / HSPA,Yes,Yes,"2011, January","Available. Released 2011, April",110.4 x 57.5 x 13 mm (4.35 x 2.26 x 0.51 in),108 g (3.81 oz),Mini-SIM,3.2 inches (~48.0% screen-to-body ratio),"microSD, 32 GB, 2 GB included",Removable Li-Ion 1300 mAh battery,400,8,600 MHz ARM 11,512,"Android OS, v2.2 (Froyo), upgradable to v2.3 (Gingerbread)",5
Acer beTouch E210,Acer,GSM / HSPA,Yes,Yes,"2011, January","Available. Released 2011, Q2",116 x 63 x 12 mm (4.57 x 2.48 x 0.47 in),109 g (3.84 oz),Mini-SIM,2.6 inches (~28.6% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1300 mAh battery,,,600 MHz ARM 11,256,"Android OS, v2.2 (Froyo)",3.15
Acer Iconia Tab A100,Acer,No cellular connectivity,No,No,"2011, February","Available. Released 2011, April",195 x 117 x 13.1 mm (7.68 x 4.61 x 0.52 in),450 g (0.99 lb),No,7.0 inches (~60.4% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 1530 mAh battery,,,Dual-core 1.0 GHz Cortex-A9,8192,"Android OS, v3.0, v3.2, planned upgrade to v4.0  (Ice Cream Sandwich)",5
Acer Iconia Tab A501,Acer,GSM / HSPA,Yes,Yes,"2011, February. Released 2011, April",Discontinued,260 x 177 x 13.3 mm (10.24 x 6.97 x 0.52 in),777 g (1.71 lb),Mini-SIM,10.1 inches (~64.3% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 3260 mAh battery (24.1 Wh),400,8,Dual-core 1.0 GHz Cortex-A9,16384,"Android OS, v3.0 (Honeycomb), upgradable to v3.2 (Honeycomb)",5
Acer Iconia Tab A101,Acer,GSM / HSPA,Yes,Yes,"2011, February. Released 2011, May",Discontinued,195 x 117 x 13.1 mm (7.68 x 4.61 x 0.52 in),470 g (1.04 lb),Mini-SIM,7.0 inches (~60.4% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 1530 mAh battery,,,Dual-core 1.0 GHz Cortex-A9,8192,"Android OS, v3.2 (Honeycomb)",5
Acer Iconia Tab A500,Acer,No cellular connectivity,No,No,"2011, February. Released 2011, April",Discontinued,260 x 177 x 13.3 mm (10.24 x 6.97 x 0.52 in),730 g (1.61 lb),No,10.1 inches (~64.3% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 3260 mAh battery,200,6,Dual-core 1.0 GHz Cortex-A9,16384,"Android OS, v3.0, v3.2, planned upgrade to v4.0 (Ice Cream Sandwich)",5
Acer Allegro,Acer,GSM / HSPA,Yes,Yes,"2011, October","Available. Released 2011, November",116 x 59 x 13 mm (4.57 x 2.32 x 0.51 in),126 g (4.44 oz),Mini-SIM,3.6 inches (~53.9% screen-to-body ratio),No,Removable Li-Ion 1300 mAh battery,,6,1.0 GHz Scorpion,8192,Microsoft Windows Phone 7.5 Mango,5
Plum Tracer II,Plum,GSM,Yes,Yes,"2011, September","Available. Released 2011, September",118 x 58.3 x 13.7 mm (4.65 x 2.30 x 0.54 in),93.4 g (3.28 oz),"Dual SIM (Mini-SIM, dual stand-by)",2.8 inches (~35.3% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 900 mAh battery (BL-5F),400,4,200 MHz,512,,1.3
Acer Liquid Express E320,Acer,GSM / HSPA,Yes,Yes,"2011, September","Available. Released 2011, November",115 x 60.8 x 13.4 mm (4.53 x 2.39 x 0.53 in),138 g (4.87 oz),Mini-SIM,3.5 inches (~48.3% screen-to-body ratio),"microSD, 32 GB, 2 GB included",Removable Li-Ion battery,400,,800MHz ARM 11,512,"Android OS, v2.3 (Gingerbread)",5
ZTE Racer II,ZTE,GSM / HSPA,Yes,Yes,"2011, August","Available. Released 2011, September",104 x 55.4 x 13.5 mm (4.09 x 2.18 x 0.53 in),100 g (3.53 oz),Mini-SIM,2.8 inches (~42.1% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1100 mAh battery,166,4,500 MHz ARM 11,256,"Android OS, v2.2 (Froyo)",3.15
Acer Iconia Tab A700,Acer,No cellular connectivity,No,No,"2012, January","Available. Released 2012, August",259 x 175 x 11 mm (10.20 x 6.89 x 0.43 in),665 g (1.47 lb),No,10.1 inches (~65.3% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 9800 mAh battery,,10,Quad-core 1.3 GHz,16384,"Android OS, v4.0 (Ice Cream Sandwich)",5
Acer Iconia Tab A200,Acer,No cellular connectivity,No,No,"2012, January","Available. Released 2012, January",260 x 175 x 12.4 mm (10.24 x 6.89 x 0.49 in),700 g (1.54 lb),No,10.1 inches (~65.0% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 3260 mAh battery,,8,Dual-core 1.0 GHz Cortex-A9,8192,"Android OS, v3.2 (Honeycomb), upgradable to v4.0 (Ice Cream Sandwich)",2
Acer CloudMobile S500,Acer,GSM / HSPA,Yes,Yes,"2012, February","Available. Released 2012, September",127 x 65.8 x 9.9 mm (5.0 x 2.59 x 0.39 in),122 (4.30 oz),Micro-SIM,4.3 inches (~61.0% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1460 mAh battery,,,Dual-core 1.5 GHz Krait,8192,"Android OS, v4.0 (Ice Cream Sandwich)",8
Acer Liquid Glow E330,Acer,GSM / HSPA,Yes,Yes,"2012, February","Available. Released 2012, August",117 x 58.5 x 11.5 mm (4.61 x 2.30 x 0.45 in),125 g (4.41 oz),Mini-SIM,3.7 inches (~56.9% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1300 mAh battery,,,1.0 GHz Cortex-A5,1024,"Android OS, v4.0 (Ice Cream Sandwich)",5
Acer Iconia Tab A510,Acer,No cellular connectivity,No,No,"2012, February","Available. Released 2012, April",259.1 x 175.3 x 10.2 mm (10.20 x 6.90 x 0.40 in),680 g (1.50 lb),No,10.1 inches (~65.1% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 9800 mAh battery (36 Wh),,15,Quad-core 1.3 GHz Cortex-A9,16384,"Android OS, v4.0 (Ice Cream Sandwich)",5
Acer Iconia Tab A511,Acer,GSM / HSPA,Yes,Yes,"2012, February","Available. Released 2012, August",260 x 175 x 11 mm (10.24 x 6.89 x 0.43 in),777 g (1.71 lb),Mini-SIM,10.1 inches (~65.0% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 9800 mAh battery (36 Wh),,15,Quad-core 1.3 GHz Cortex-A9,16384,"Android OS, v4.0 (Ice Cream Sandwich)",5
Pantech Vega Racer 2 IM-A830L,Pantech,CDMA / HSPA / LTE,Yes,Yes,"2012, May","Available. Released 2012, May",132.4 x 68.9 x 9.4 mm (5.21 x 2.71 x 0.37 in),134.1 g (4.73 oz),Mini-SIM,4.8 inches (~69.6% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2020 mAh battery,,,Dual-core 1.5 GHz Krait,16384,"Android OS, v4.0 (Ice Cream Sandwich)",8
Acer Liquid Gallant Duo,Acer,GSM / HSPA,Yes,Yes,"2012, July","Available. Released 2012, September",129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in),145 g (5.11 oz),Dual SIM (Mini-SIM),4.3 inches (~60.0% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1500 mAh battery,,,1.0 GHz Cortex-A9,4096,"Android OS, v4.0.3 (Ice Cream Sandwich)",5
Acer Liquid Gallant E350,Acer,GSM / HSPA,Yes,Yes,"2012, August","Available. Released 2012, September",129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in),145 g (5.11 oz),Mini-SIM,4.3 inches (~60.0% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1500 mAh battery,,,1.0 GHz Cortex-A9,4096,"Android OS, v4.0.3 (Ice Cream Sandwich)",5
Acer Iconia Tab A701,Acer,GSM / HSPA,Class 10,Class 10,"2012, January","Available. Released 2012, July",259.8 x 175 x 10.9 mm (10.23 x 6.89 x 0.43 in),667 g (1.47 lb),Mini-SIM,10.1 inches (~65.1% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 9800 mAh battery (36 Wh),,12,Quad-core 1.3 GHz Cortex-A9,16384,"Android OS, v4.0 (Ice Cream Sandwich)",5
Acer Liquid Z110,Acer,GSM / HSPA,Yes,Yes,"2012, October","Available. Released 2012, October",110 x 61.5 x 12.3 mm (4.33 x 2.42 x 0.48 in),100 g (3.53 oz),"Dual SIM (Mini-SIM, dual stand-by)",3.5 inches (~53.9% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 1300 mAh battery,450,5,1.0 GHz Cortex-A9,4096,"Android OS, v2.3 (Gingerbread)",3.15
Acer Iconia Tab A210,Acer,No cellular connectivity,No,No,"2012, Q3","Available. Released 2012, November",259.1 x 175.3 x 12.2 mm (10.20 x 6.90 x 0.48 in),685 g (1.51 lb),No,10.1 inches (~65.1% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 3260 mAh battery,,8,Quad-core 1.2 GHz,8192,"Android OS, v4.0 (Ice Cream Sandwich), upgradable to v4.1 (Jelly Bean)",2
Acer Iconia Tab A110,Acer,No cellular connectivity,No,No,"2012, October","Available. Released 2012, October",193 x 126.5 x 11.4 mm (7.60 x 4.98 x 0.45 in),390 g (13.76 oz),No,7.0 inches (~56.5% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 3420 mAh battery (12.7 Wh),270,7,Quad-core 1.2 GHz,8192,"Android OS, v4.1 (Jelly Bean)",2
Acer Iconia Tab B1-A71,Acer,No cellular connectivity,No,No,"2013, January","Available. Released 2013, January",197.4 x 128.5 x 11.3 mm (7.77 x 5.06 x 0.44 in),320 g (11.29 oz),No,7.0 inches (~54.4% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 2710 mAh battery (10 Wh),,,Dual-core 1.2 GHz Cortex-A9,8192,"Android OS, v4.1 (Jelly Bean)",
Acer Liquid E1,Acer,GSM / HSPA,Yes,Yes,"2013, January","Available. Released 2013, March",132 x 68.5 x 9.9 mm (5.20 x 2.70 x 0.39 in),130 g (4.59 oz),Optional Dual SIM (Mini-SIM),4.5 inches (~61.7% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1760 mAh battery,400,8,Dual-core 1.0 GHz Cortex-A9,4096,"Android OS, v4.1.1 (Jelly Bean)",5
Acer Liquid C1,Acer,GSM / HSPA,Yes,Yes,"2013, January","Available. Released 2013, March",127.3 x 65.5 x 10 mm (5.01 x 2.58 x 0.39 in),140 g (4.94 oz),Mini-SIM,4.3 inches (~61.1% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2000 mAh battery,,9,1.2 GHz,4096,"Android OS, v4.0 (Ice Cream Sandwich)",8
Acer Liquid Z2,Acer,GSM / HSPA,Yes,Yes,"2013, February","Available. Released 2013, March",110 x 62.5 x 12.3 mm (4.33 x 2.46 x 0.48 in),110 g (4.59 oz),Optional Dual SIM (Mini-SIM),3.5 inches (~53.1% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1300 mAh battery,450,4,1.0 GHz Cortex-A5,4096,"Android OS, v4.1.1 (Jelly Bean)",5-Mar
Acer Iconia Tab A1-810,Acer,No cellular connectivity,No,No,"2013, April","Available. Released 2013, May",208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in),410 g (14.46 oz),No,7.9 inches (~63.6% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 4960 mAh battery (18.6 Wh),350,10,Quad-core 1.2 GHz,8192,"Android OS, v4.2.2 (Jelly Bean), upgrad&#1072;ble to v4.4.2 (KitKat)",5
Acer Liquid E2,Acer,GSM / HSPA,Yes,Yes,"2013, April","Available. Released 2013, May",131 x 68 x 9.9 mm (5.16 x 2.68 x 0.39 in),140 g (4.94 oz),Optional Dual SIM,4.5 inches (~62.7% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2000 mAh battery,450,9,Quad-core 1.2 GHz Cortex-A7,4096,"Android OS, v4.2.1 (Jelly Bean)",8
Acer Liquid S1,Acer,GSM / HSPA,Yes,Yes,"2013, June","Available. Released 2013, August",163 x 83 x 9.6 mm (6.42 x 3.27 x 0.38 in),195 g (6.88 oz),"Optional Dual SIM (Micro-SIM, dual stand-by)",5.7 inches (~66.2% screen-to-body ratio),"microSD, 32 GB",Removable Li-Po 2400 mAh battery,450,11,Quad-core 1.5 GHz Cortex-A7,8192,"Android OS, v4.2 (Jelly Bean)",8
Acer Liquid Z3,Acer,GSM / HSPA,Yes,Yes,"2013, August","Available. Released 2013, September",109 x 60 x 10.4 mm (4.29 x 2.36 x 0.41 in),120 g (4.23 oz),Optional Dual SIM,3.5 inches (~55.8% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1500 mAh battery,,,Dual-core 1.0 GHz Cortex-A7,4096,"Android OS, v4.2 (Jelly Bean)",3.15
Acer Liquid S2,Acer,GSM / HSPA / LTE,Yes,Yes,"2013, August","Available. Released 2013, December",166 x 86.2 x 9 mm (6.54 x 3.39 x 0.35 in),229 g (8.08 oz),Nano-SIM,6.0 inches (~69.0% screen-to-body ratio),"microSD, 64 GB",Non-removable Li-Po 3300 mAh battery,700,13,Quad-core 2.2 GHz Krait 400,16384,"Android OS, v4.2.2 (Jelly Bean)",13
Acer Iconia Tab A3,Acer,GSM / HSPA,Yes,236.8 kbps,"2013, September","Available. Released 2013, November",260 x 175 x 10.2 mm (10.24 x 6.89 x 0.40 in),560 g (1.23 lb),Micro-SIM,10.1 inches (~65.0% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 7300 mAh battery (27 Wh),,11,Quad-core 1.2 GHz Cortex-A7,16384,"Android OS, v4.2.2 (Jelly Bean)",5
Acer Iconia Tab A1-811,Acer,GSM / HSPA,Yes,Yes,"2013, Q2","Available. Released 2013, Q2",208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in),430 g (15.17 oz),Yes,7.9 inches (~63.6% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 4960 mAh battery (18.6 Wh),,7,Quad-core 1.2 GHz Cortex-A7,8192,"Android OS, v4.2 (Jelly Bean)",5
Acer Iconia Tab B1-710,Acer,No cellular connectivity,No,No,"2013, November","Available. Released 2013, November",198.1 x 129.5 x 12.7 mm (7.80 x 5.10 x 0.5 in),339.9 g (11.99 oz),No,7.0 inches (~53.8% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 2640 mAh battery,,3,Dual-core 1.2 GHz Cortex-A9,8192,Android OS,
Acer Iconia A1-830,Acer,No cellular connectivity,No,No,"2014, January","Available. Released 2014, March",203 x 138.4 x 8.2 mm (7.99 x 5.45 x 0.32 in),380 g (13.40 oz),No,7.9 inches (~68.8% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 4000 mAh battery,,7,Dual-core 1.6 GHz,16384,"Android OS, v4.2 (Jelly Bean)",5
Acer Liquid Z5,Acer,GSM / HSPA,Yes,Yes,"2014, January","Available. Released 2014, January",145.5 x 73.5 x 8.8 mm (5.73 x 2.89 x 0.35 in),150 g (5.29 oz),Dual SIM,5.0 inches (~64.4% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 2000 mAh battery,,,Dual-core 1.3 GHz Cortex-A7,4096,"Android OS, v4.2 (Jelly Bean)",5
Acer Iconia B1-721,Acer,GSM / HSPA,Yes,Yes,"2014, January","Available. Released 2014, January",199 x 122.3 x 11.4 mm (7.83 x 4.81 x 0.45 in),323 g (11.39 oz),Yes,7.0 inches (~56.7% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 2955 mAh battery,,,Dual-core 1.3 GHz Cortex-A7,16384,"Android OS, v4.2 (Jelly Bean)",
Acer Iconia B1-720,Acer,No cellular connectivity,No,No,"2014, January","Available. Released 2014, January",198.1 x 121.9 x 10.2 mm (7.80 x 4.80 x 0.40 in),315 g (11.11 oz),No,7.0 inches (~57.1% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Po 2955 mAh battery,,5,Dual-core 1.3 GHz,8192,"Android OS, v4.2 (Jelly Bean)",
Acer Liquid Z4,Acer,GSM / HSPA,Yes,Yes,"2014, February","Available. Released 2014, April",124 x 64 x 9.7 mm (4.88 x 2.52 x 0.38 in),122 g (4.30 oz),Optional Dual SIM,4.0 inches (~57.4% screen-to-body ratio),microSD,Removable Li-Ion 1630 mAh battery,,,Dual-core 1.3 GHz Cortex-A7,4096,"Android OS, v4.2.2 (Jelly Bean)",5
Acer Liquid E3,Acer,GSM / HSPA,Yes,Yes,"2014, February","Available. Released 2014, April",136 x 68 x 9 mm (5.35 x 2.68 x 0.35 in),134 g (4.73 oz),Optional Dual SIM,4.7 inches (~65.8% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion battery,260,5,Quad-core 1.2 GHz Cortex-A7,4096,"Android OS, v4.2.2 (Jelly Bean)",13
Acer Iconia One 7 B1-730,Acer,No cellular connectivity,No,No,"2014, April","Available. Released 2014, June",8.9 mm thickness,-,No,7.0 inches (~66.4% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 3700 mAh battery,,7,Dual-core 1.6 GHz,8192,"Android OS, v4.2.2 (Jelly Bean), planned upgrade to v4.4.2 (KitKat)",5
Acer Iconia Tab 7 A1-713HD,Acer,GSM / HSPA,Yes,Yes,"2014, April","Available. Released 2014, August",8.9 mm thickness,298 g (10.51 oz),Yes,7.0 inches (~66.4% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion battery,,6,Quad-core,16384,"Android OS, v4.4.2 (KitKat)",5
Acer Iconia Tab 7 A1-713,Acer,GSM / HSPA,Yes,Yes,"2014, April","Available. Released 2014, August",8.9 mm thickness,298 g (10.51 oz),Yes,7.0 inches (~64.5% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion battery,,6,Quad-core,16384,"Android OS, v4.2.2 (Jelly Bean), planned upgrade to v4.4.2 (KitKat)",2
Acer Liquid X1,Acer,GSM / HSPA / LTE,Yes,Yes,"2014, June","Available. Released 2014, September",153.3 x 80.4 x 8.5 mm (6.04 x 3.17 x 0.33 in),164 g (5.78 oz),Yes,5.7 inches (~72.7% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 2700 mAh battery,250,6,Octa-core 1.7 GHz Cortex-A7,16384,"Android OS, v4.4.2 (KitKat)",13
Acer Liquid E700,Acer,GSM / HSPA,Yes,Yes,"2014, June","Available. Released 2014, August",147.3 x 73 x 9.9 mm (5.80 x 2.87 x 0.39 in),155 g (5.47 oz),Triple SIM (Micro-SIM),5.0 inches (~64.1% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 3500 mAh battery,1440,24,Quad-core 1.2 GHz Cortex-A7,16384,"Android OS, v4.4.2 (KitKat)",8
